institute_id,institute_name,district,department,year,enrollment,seats_available,faculty_count,student_faculty_ratio,placement_pct,dropout_pct,avg_package_lpa,infrastructure_score,funding_lakhs
INST_004,Veermata Jijabai Technological Institute (VJTI),Mumbai,Civil Engineering,2020,48,55,4,12.0,68.4,12.6,8.85,7.9,266.89
INST_004,Veermata Jijabai Technological Institute (VJTI),Mumbai,Civil Engineering,2021,43,50,4,10.8,73.4,8.3,8.91,7.9,265.81
INST_004,Veermata Jijabai Technological Institute (VJTI),Mumbai,Civil Engineering,2022,40,45,4,10.0,76.7,7.6,8.74,7.9,285.35
INST_004,Veermata Jijabai Technological Institute (VJTI),Mumbai,Civil Engineering,2023,24,30,3,8.0,85.6,8.0,10.02,7.9,309.15
INST_004,Veermata Jijabai Technological Institute (VJTI),Mumbai,Civil Engineering,2024,28,35,3,9.3,84.8,8.6,10.55,7.9,296.99
INST_004,Veermata Jijabai Technological Institute (VJTI),Mumbai,MBA / Management Studies,2019,58,60,3,19.3,90.9,6.1,10.98,8.0,225.87
INST_004,Veermata Jijabai Technological Institute (VJTI),Mumbai,MBA / Management Studies,2020,65,65,7,9.3,98.4,6.5,12.42,8.0,259.9
INST_004,Veermata Jijabai Technological Institute (VJTI),Mumbai,MBA / Management Studies,2021,70,70,5,14.0,96.8,6.7,13.05,8.0,274.41
INST_004,Veermata Jijabai Technological Institute (VJTI),Mumbai,MBA / Management Studies,2022,75,75,7,10.7,99.5,4.8,12.54,8.0,275.66
INST_004,Veermata Jijabai Technological Institute (VJTI),Mumbai,MBA / Management Studies,2023,80,80,6,13.3,99.5,4.5,12.92,8.0,285.88
INST_004,Veermata Jijabai Technological Institute (VJTI),Mumbai,MBA / Management Studies,2024,95,95,8,11.9,99.5,5.1,14.51,8.0,300.36
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Computer Engineering,2019,109,120,10,10.9,99.5,5.4,14.41,8.4,250.37
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Computer Engineering,2020,130,130,10,13.0,99.5,5.2,14.65,8.4,262.61
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Computer Engineering,2021,140,140,11,12.7,99.5,4.5,15.7,8.4,266.1
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Computer Engineering,2022,160,160,13,12.3,99.5,4.7,17.32,8.4,275.36
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Computer Engineering,2023,150,150,10,15.0,99.5,3.7,17.64,8.4,291.61
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Computer Engineering,2024,170,170,12,14.2,99.5,3.2,16.41,8.4,292.6
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Electronics & Telecommunication,2019,112,120,9,12.4,94.5,5.4,10.12,7.6,267.66
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Electronics & Telecommunication,2020,116,120,9,12.9,90.6,8.8,10.74,7.6,291.88
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Electronics & Telecommunication,2021,120,120,9,13.3,92.7,6.0,10.58,7.6,288.81
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Electronics & Telecommunication,2022,120,120,8,15.0,99.3,6.8,11.97,7.6,293.23
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Electronics & Telecommunication,2023,120,120,10,12.0,99.5,6.1,11.65,7.6,302.51
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Electronics & Telecommunication,2024,120,120,10,12.0,99.5,6.8,12.91,7.6,313.85
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Mechanical Engineering,2019,114,120,8,14.2,83.7,8.4,9.06,7.4,245.6
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Mechanical Engineering,2020,91,105,7,13.0,79.0,11.3,9.19,7.4,254.41
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Mechanical Engineering,2021,105,120,7,15.0,79.9,8.0,9.42,7.4,261.77
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Mechanical Engineering,2022,90,105,7,12.9,89.4,7.4,10.11,7.4,271.89
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Mechanical Engineering,2023,81,100,7,11.6,90.1,6.2,10.38,7.4,279.98
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Mechanical Engineering,2024,72,85,6,12.0,90.4,7.5,11.39,7.4,299.42
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Civil Engineering,2019,58,60,5,11.6,78.2,8.4,7.63,8.5,236.19
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Civil Engineering,2020,52,55,3,17.3,69.7,13.6,8.63,8.5,239.85
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Civil Engineering,2021,45,50,3,15.0,76.7,9.8,8.87,8.5,248.42
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Civil Engineering,2022,48,55,5,9.6,81.6,7.4,8.99,8.5,269.44
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Civil Engineering,2023,37,50,3,12.3,85.5,8.3,9.26,8.5,281.5
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,Civil Engineering,2024,25,35,3,8.3,85.5,8.9,10.42,8.5,292.03
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,MBA / Management Studies,2019,48,50,3,16.0,99.5,6.7,11.68,8.2,244.08
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,MBA / Management Studies,2020,55,55,4,13.8,91.1,8.4,11.78,8.2,276.68
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,MBA / Management Studies,2021,70,70,4,17.5,92.8,7.2,13.31,8.2,286.65
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,MBA / Management Studies,2022,65,65,5,13.0,99.5,3.9,14.05,8.2,299.73
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,MBA / Management Studies,2023,80,80,5,16.0,99.5,6.4,14.22,8.2,296.89
INST_005,Sardar Patel Institute of Technology (SPIT),Mumbai,MBA / Management Studies,2024,95,95,7,13.6,99.5,4.3,15.41,8.2,319.58
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Computer Engineering,2019,98,120,7,14.0,91.7,4.2,12.58,7.0,139.6
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Computer Engineering,2020,128,130,6,21.3,84.3,9.4,11.77,7.0,138.35
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Computer Engineering,2021,139,140,9,15.4,88.0,4.6,12.61,7.0,162.56
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Computer Engineering,2022,140,140,8,17.5,87.2,5.9,12.74,7.0,170.74
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Computer Engineering,2023,170,170,8,21.2,90.7,5.9,14.47,7.0,176.02
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Computer Engineering,2024,170,170,8,21.2,91.6,7.0,15.34,7.0,186.55
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Electronics & Telecommunication,2019,98,120,7,14.0,73.9,4.6,8.62,7.2,118.41
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Electronics & Telecommunication,2020,103,120,5,20.6,71.8,10.3,7.77,7.2,131.02
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Electronics & Telecommunication,2021,104,110,4,26.0,74.9,9.5,9.33,7.2,137.71
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Electronics & Telecommunication,2022,109,120,7,15.6,79.8,6.5,9.78,7.2,159.24
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Electronics & Telecommunication,2023,129,130,8,16.1,80.8,4.8,9.96,7.2,170.82
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Electronics & Telecommunication,2024,120,120,5,24.0,78.5,8.8,11.42,7.2,189.2
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Mechanical Engineering,2019,92,110,5,18.4,70.0,11.3,6.34,7.3,115.05
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Mechanical Engineering,2020,91,115,5,18.2,62.8,10.8,7.56,7.3,133.43
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Mechanical Engineering,2021,89,120,3,29.7,60.5,10.6,7.33,7.3,146.7
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Mechanical Engineering,2022,75,105,4,18.8,73.0,9.4,8.57,7.3,147.32
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Mechanical Engineering,2023,75,110,4,18.8,72.3,9.6,8.7,7.3,168.89
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Mechanical Engineering,2024,65,95,5,13.0,77.3,7.1,10.32,7.3,169.49
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Civil Engineering,2019,45,60,3,15.0,60.3,10.3,5.5,6.9,106.07
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Civil Engineering,2020,39,55,3,13.0,61.1,13.1,6.76,6.9,125.77
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Civil Engineering,2021,43,60,3,14.3,61.9,8.9,7.55,6.9,120.99
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Civil Engineering,2022,33,45,3,11.0,64.8,7.5,7.28,6.9,134.1
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Civil Engineering,2023,20,30,3,6.7,71.6,7.3,8.2,6.9,169.65
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,Civil Engineering,2024,21,35,3,7.0,70.7,8.2,8.22,6.9,156.42
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,MBA / Management Studies,2019,36,50,3,12.0,86.0,5.0,9.29,7.4,107.21
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,MBA / Management Studies,2020,59,65,4,14.8,77.6,8.4,9.42,7.4,102.39
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,MBA / Management Studies,2021,68,70,6,11.3,81.6,4.8,11.63,7.4,124.47
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,MBA / Management Studies,2022,75,75,5,15.0,83.8,4.3,10.93,7.4,127.37
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,MBA / Management Studies,2023,90,90,5,18.0,84.1,5.6,11.32,7.4,144.87
INST_006,Shah & Anchor Kutchhi Engineering College,Mumbai,MBA / Management Studies,2024,75,75,5,15.0,88.8,6.6,12.26,7.4,149.2
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Computer Engineering,2019,120,120,10,12.0,99.5,4.5,14.14,8.0,249.5
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Computer Engineering,2020,130,130,11,11.8,99.5,6.0,15.38,8.0,265.67
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Computer Engineering,2021,130,130,11,11.8,99.5,3.9,15.0,8.0,280.15
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Computer Engineering,2022,150,150,12,12.5,99.5,3.6,16.2,8.0,292.97
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Computer Engineering,2023,150,150,10,15.0,99.5,3.3,17.11,8.0,293.75
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Computer Engineering,2024,170,170,11,15.5,99.5,5.4,17.53,8.0,313.88
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Electronics & Telecommunication,2019,117,120,8,14.6,88.7,7.2,9.28,7.4,248.67
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Electronics & Telecommunication,2020,130,130,9,14.4,89.9,7.6,10.77,7.4,277.12
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Electronics & Telecommunication,2021,120,120,8,15.0,86.8,5.0,11.19,7.4,283.36
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Electronics & Telecommunication,2022,110,110,8,13.8,95.1,6.2,11.34,7.4,295.1
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Electronics & Telecommunication,2023,120,120,9,13.3,97.4,6.2,12.08,7.4,308.64
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Electronics & Telecommunication,2024,120,120,9,13.3,99.5,5.5,13.35,7.4,326.1
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Mechanical Engineering,2019,110,120,8,13.8,85.2,8.2,8.22,7.7,229.26
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Mechanical Engineering,2020,109,115,8,13.6,79.1,11.1,8.53,7.7,245.74
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Mechanical Engineering,2021,110,120,6,18.3,81.8,10.1,10.21,7.7,256.11
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Mechanical Engineering,2022,97,115,8,12.1,86.7,7.1,10.19,7.7,258.84
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Mechanical Engineering,2023,83,100,7,11.9,89.0,8.2,9.54,7.7,276.29
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Mechanical Engineering,2024,92,105,7,13.1,88.1,8.4,9.86,7.7,290.54
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Civil Engineering,2019,49,50,3,16.3,74.0,10.1,7.04,7.9,237.53
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Civil Engineering,2020,41,45,3,13.7,69.5,12.4,7.25,7.9,251.91
INST_007,Visvesvaraya National Institute of Technology (VNIT),Nagpur,Civil Engineering,2021,41,50,4,10.2,77.6,7.1,8.17,7.9,254.3
